potential,value_eur,wage_eur,movement_reactions,mentality_composure
82.0,23000000.0,16000.0,82.0,83.0
82.0,21500000.0,84000.0,78.0,68.0
79.0,5500000.0,18000.0,71.0,45.0
79.0,14000000.0,36000.0,84.0,76.0
79.0,16000000.0,53000.0,77.0,72.0
79.0,16000000.0,59000.0,76.0,69.0
82.0,21000000.0,31000.0,76.0,73.0
82.0,22000000.0,32000.0,75.0,70.0
86.0,30000000.0,40000.0,74.0,67.0
80.0,17500000.0,100000.0,78.0,78.0
83.0,24500000.0,53000.0,82.0,80.0
84.0,26500000.0,61000.0,76.0,77.0
81.0,18500000.0,34000.0,76.0,68.0
83.0,19000000.0,23000.0,75.0,60.0
82.0,23000000.0,69000.0,75.0,77.0
82.0,21500000.0,64000.0,76.0,76.0
85.0,27500000.0,29000.0,81.0,74.0
80.0,20500000.0,36000.0,78.0,72.0
83.0,25500000.0,37000.0,75.0,76.0
79.0,19000000.0,12000.0,80.0,76.0
79.0,15500000.0,32000.0,76.0,67.0
79.0,17000000.0,26000.0,78.0,68.0
79.0,18500000.0,15000.0,75.0,76.0
79.0,12000000.0,26000.0,76.0,64.0
79.0,21000000.0,27000.0,85.0,73.0
84.0,27000000.0,130000.0,80.0,78.0
84.0,24000000.0,65000.0,78.0,74.0
84.0,23500000.0,29000.0,77.0,65.0
82.0,24000000.0,29000.0,72.0,80.0
85.0,25000000.0,35000.0,79.0,76.0
84.0,24000000.0,29000.0,81.0,73.0
82.0,21500000.0,120000.0,74.0,67.0
82.0,23500000.0,57000.0,78.0,73.0
83.0,25000000.0,36000.0,76.0,79.0
84.0,21500000.0,36000.0,77.0,66.0
84.0,23000000.0,15000.0,78.0,71.0
84.0,24500000.0,50000.0,79.0,75.0
85.0,25000000.0,12000.0,76.0,77.0
84.0,25000000.0,10000.0,78.0,75.0
87.0,39500000.0,69000.0,74.0,72.0
83.0,25000000.0,19000.0,75.0,79.0
80.0,21000000.0,32000.0,81.0,82.0
85.0,26000000.0,29000.0,71.0,62.0
85.0,25000000.0,16000.0,77.0,81.0
84.0,23000000.0,30000.0,80.0,77.0
86.0,35500000.0,48000.0,78.0,82.0
84.0,24500000.0,41000.0,80.0,79.0
85.0,28000000.0,41000.0,79.0,78.0
79.0,18000000.0,19000.0,81.0,81.0
85.0,28000000.0,19000.0,74.0,76.0
88.0,38500000.0,115000.0,76.0,82.0
86.0,33000000.0,42000.0,78.0,80.0
84.0,25000000.0,70000.0,75.0,65.0
84.0,24500000.0,52000.0,77.0,80.0
85.0,25500000.0,27000.0,75.0,74.0
89.0,37000000.0,21000.0,82.0,76.0
88.0,39500000.0,17000.0,74.0,78.0
78.0,1600000.0,27000.0,74.0,64.0
78.0,6000000.0,27000.0,77.0,70.0
78.0,4300000.0,42000.0,78.0,79.0
78.0,1600000.0,8000.0,70.0,60.0
78.0,4800000.0,19000.0,80.0,78.0
78.0,1600000.0,27000.0,74.0,63.0
78.0,3700000.0,19000.0,77.0,74.0
78.0,6000000.0,19000.0,79.0,80.0
78.0,14000000.0,30000.0,79.0,75.0
78.0,4800000.0,24000.0,77.0,76.0
78.0,13500000.0,56000.0,74.0,75.0
78.0,5000000.0,41000.0,75.0,81.0
78.0,6500000.0,46000.0,72.0,82.0
78.0,1600000.0,13000.0,72.0,64.0
78.0,11500000.0,22000.0,79.0,77.0
78.0,6500000.0,10000.0,77.0,71.0
78.0,7000000.0,17000.0,68.0,57.0
78.0,7000000.0,31000.0,80.0,70.0
78.0,5500000.0,22000.0,69.0,81.0
78.0,9000000.0,100000.0,79.0,84.0
78.0,11000000.0,33000.0,79.0,73.0
78.0,9000000.0,12000.0,84.0,79.0
78.0,4000000.0,7000.0,75.0,73.0
78.0,8500000.0,28000.0,76.0,79.0
78.0,9500000.0,69000.0,77.0,82.0
78.0,4600000.0,55000.0,73.0,71.0
78.0,10000000.0,51000.0,76.0,74.0
78.0,10000000.0,77000.0,79.0,78.0
78.0,4300000.0,55000.0,77.0,83.0
78.0,13500000.0,32000.0,75.0,78.0
78.0,9500000.0,51000.0,79.0,72.0
78.0,975000.0,3000.0,75.0,79.0
78.0,9500000.0,47000.0,75.0,79.0
78.0,14000000.0,34000.0,72.0,72.0
78.0,9000000.0,38000.0,80.0,72.0
78.0,11500000.0,52000.0,75.0,78.0
78.0,10000000.0,36000.0,77.0,77.0
78.0,9000000.0,61000.0,75.0,81.0
78.0,7000000.0,46000.0,75.0,77.0
78.0,9500000.0,47000.0,75.0,74.0
78.0,4600000.0,39000.0,73.0,44.0
78.0,11000000.0,23000.0,59.0,69.0
78.0,12000000.0,44000.0,74.0,75.0
78.0,12000000.0,33000.0,73.0,82.0
78.0,10000000.0,24000.0,78.0,69.0
78.0,7500000.0,26000.0,75.0,69.0
78.0,13500000.0,35000.0,73.0,75.0
78.0,14000000.0,18000.0,75.0,77.0
78.0,9000000.0,24000.0,76.0,70.0
78.0,9500000.0,25000.0,76.0,71.0
78.0,13500000.0,29000.0,81.0,82.0
78.0,11500000.0,42000.0,64.0,66.0
78.0,12500000.0,21000.0,75.0,75.0
78.0,15000000.0,13000.0,80.0,78.0
79.0,16000000.0,95000.0,76.0,80.0
78.0,9000000.0,42000.0,72.0,78.0
78.0,12000000.0,53000.0,72.0,74.0
78.0,15000000.0,87000.0,77.0,79.0
78.0,11500000.0,50000.0,78.0,74.0
79.0,13000000.0,56000.0,82.0,77.0
78.0,14000000.0,29000.0,78.0,86.0
80.0,12000000.0,22000.0,78.0,59.0
78.0,12500000.0,48000.0,76.0,73.0
78.0,12500000.0,77000.0,80.0,70.0
78.0,14000000.0,58000.0,75.0,81.0
79.0,13500000.0,83000.0,75.0,72.0
78.0,12500000.0,35000.0,81.0,76.0
81.0,17000000.0,69000.0,76.0,70.0
78.0,7500000.0,28000.0,74.0,74.0
79.0,13500000.0,56000.0,75.0,81.0
78.0,12000000.0,54000.0,73.0,71.0
79.0,16000000.0,26000.0,81.0,75.0
78.0,2400000.0,12000.0,78.0,63.0
78.0,15000000.0,59000.0,74.0,74.0
78.0,15000000.0,82000.0,80.0,74.0
78.0,15000000.0,33000.0,74.0,75.0
78.0,11000000.0,30000.0,80.0,78.0
78.0,12000000.0,25000.0,71.0,86.0
82.0,17500000.0,47000.0,76.0,74.0
78.0,9500000.0,69000.0,78.0,76.0
78.0,10000000.0,28000.0,80.0,78.0
78.0,12500000.0,27000.0,76.0,78.0
81.0,16500000.0,95000.0,76.0,76.0
78.0,14000000.0,30000.0,73.0,73.0
78.0,14500000.0,23000.0,76.0,74.0
78.0,14000000.0,47000.0,71.0,75.0
78.0,14000000.0,61000.0,78.0,75.0
78.0,12000000.0,64000.0,77.0,74.0
79.0,15000000.0,85000.0,75.0,72.0
81.0,16500000.0,58000.0,76.0,68.0
78.0,14000000.0,11000.0,78.0,77.0
82.0,20500000.0,57000.0,78.0,76.0
78.0,14000000.0,1000.0,80.0,76.0
78.0,12500000.0,15000.0,75.0,81.0
80.0,14000000.0,61000.0,79.0,71.0
80.0,15000000.0,51000.0,77.0,73.0
82.0,17500000.0,43000.0,75.0,74.0
78.0,14000000.0,27000.0,75.0,77.0
78.0,12000000.0,57000.0,75.0,78.0
79.0,10500000.0,12000.0,80.0,41.0
81.0,18500000.0,79000.0,66.0,73.0
78.0,12000000.0,18000.0,71.0,79.0
80.0,17500000.0,46000.0,76.0,76.0
79.0,16000000.0,47000.0,77.0,78.0
78.0,9000000.0,18000.0,74.0,64.0
78.0,14500000.0,56000.0,77.0,76.0
78.0,15000000.0,95000.0,82.0,77.0
78.0,11500000.0,29000.0,79.0,71.0
80.0,17500000.0,32000.0,80.0,78.0
79.0,15000000.0,55000.0,78.0,78.0
78.0,12500000.0,25000.0,74.0,60.0
78.0,12000000.0,16000.0,75.0,68.0
81.0,16000000.0,51000.0,76.0,67.0
79.0,16500000.0,29000.0,79.0,75.0
80.0,15500000.0,43000.0,73.0,67.0
78.0,13500000.0,88000.0,77.0,81.0
81.0,19000000.0,32000.0,79.0,81.0
83.0,21000000.0,67000.0,77.0,66.0
79.0,15000000.0,13000.0,67.0,72.0
80.0,15500000.0,29000.0,76.0,68.0
79.0,16500000.0,51000.0,77.0,74.0
78.0,14000000.0,58000.0,73.0,76.0
78.0,9000000.0,28000.0,77.0,75.0
81.0,18000000.0,48000.0,76.0,74.0
80.0,12000000.0,24000.0,76.0,53.0
78.0,14000000.0,68000.0,79.0,76.0
81.0,18500000.0,20000.0,77.0,70.0
83.0,21000000.0,57000.0,77.0,72.0
83.0,19000000.0,31000.0,76.0,81.0
81.0,16000000.0,28000.0,75.0,67.0
79.0,15000000.0,24000.0,75.0,70.0
82.0,17500000.0,62000.0,77.0,81.0
82.0,20500000.0,83000.0,77.0,68.0
81.0,18500000.0,79000.0,77.0,78.0
82.0,20000000.0,23000.0,75.0,72.0
79.0,16500000.0,50000.0,74.0,76.0
83.0,20000000.0,50000.0,76.0,72.0
83.0,21000000.0,61000.0,78.0,80.0
84.0,20000000.0,50000.0,80.0,77.0
79.0,16500000.0,17000.0,79.0,75.0
81.0,18500000.0,35000.0,81.0,81.0
81.0,15000000.0,14000.0,75.0,56.0
81.0,18000000.0,31000.0,76.0,74.0
79.0,11000000.0,39000.0,76.0,69.0
78.0,15000000.0,20000.0,72.0,77.0
78.0,7500000.0,37000.0,77.0,71.0
78.0,14500000.0,20000.0,79.0,70.0
78.0,13500000.0,35000.0,74.0,66.0
78.0,15000000.0,13000.0,80.0,80.0
78.0,14000000.0,45000.0,65.0,71.0
78.0,15500000.0,38000.0,77.0,62.0
78.0,16500000.0,30000.0,69.0,60.0
78.0,9000000.0,43000.0,74.0,72.0
78.0,17000000.0,14000.0,68.0,80.0
78.0,16500000.0,33000.0,78.0,69.0
84.0,21000000.0,23000.0,75.0,75.0
86.0,31500000.0,49000.0,79.0,73.0
86.0,31500000.0,30000.0,72.0,69.0
83.0,17500000.0,18000.0,69.0,59.0
82.0,20500000.0,36000.0,76.0,78.0
84.0,22000000.0,66000.0,75.0,73.0
79.0,13500000.0,29000.0,73.0,80.0
83.0,19000000.0,26000.0,68.0,58.0
84.0,22000000.0,90000.0,74.0,69.0
82.0,17500000.0,24000.0,79.0,64.0
86.0,31000000.0,53000.0,76.0,78.0
79.0,15000000.0,34000.0,75.0,69.0
85.0,26000000.0,44000.0,78.0,58.0
81.0,18500000.0,33000.0,75.0,78.0
86.0,29500000.0,73000.0,71.0,74.0
87.0,31500000.0,38000.0,78.0,70.0
83.0,21000000.0,58000.0,78.0,76.0
84.0,20500000.0,42000.0,72.0,78.0
85.0,28500000.0,62000.0,75.0,64.0
85.0,28500000.0,27000.0,76.0,82.0
85.0,28000000.0,42000.0,78.0,76.0
85.0,27000000.0,68000.0,77.0,78.0
84.0,22000000.0,17000.0,77.0,82.0
85.0,29000000.0,29000.0,77.0,77.0
82.0,18500000.0,59000.0,75.0,74.0
83.0,16500000.0,20000.0,73.0,32.0
84.0,22500000.0,27000.0,77.0,75.0
82.0,17500000.0,24000.0,77.0,80.0
78.0,7000000.0,1000.0,82.0,74.0
84.0,22000000.0,26000.0,70.0,79.0
86.0,32000000.0,31000.0,74.0,81.0
86.0,31000000.0,15000.0,78.0,78.0
85.0,28000000.0,31000.0,76.0,75.0
82.0,15000000.0,900.0,73.0,60.0
85.0,28000000.0,19000.0,76.0,76.0
83.0,21500000.0,43000.0,79.0,76.0
90.0,33000000.0,11000.0,73.0,79.0
89.0,30500000.0,56000.0,77.0,76.0
85.0,29000000.0,43000.0,78.0,68.0
86.0,31500000.0,44000.0,78.0,78.0
83.0,19000000.0,23000.0,74.0,66.0
89.0,29500000.0,44000.0,78.0,81.0
86.0,29000000.0,57000.0,75.0,70.0
88.0,29000000.0,8000.0,76.0,75.0
89.0,29500000.0,18000.0,68.0,80.0
77.0,3400000.0,10000.0,72.0,82.0
77.0,1200000.0,23000.0,73.0,68.0
77.0,1200000.0,9000.0,73.0,65.0
77.0,3600000.0,23000.0,79.0,76.0
77.0,3600000.0,19000.0,84.0,79.0
77.0,3000000.0,11000.0,70.0,80.0
77.0,3400000.0,48000.0,80.0,76.0
77.0,8500000.0,10000.0,77.0,77.0
77.0,3400000.0,27000.0,72.0,52.0
77.0,4300000.0,7000.0,81.0,86.0
77.0,5000000.0,1000.0,75.0,74.0
77.0,5000000.0,43000.0,76.0,75.0
77.0,3400000.0,13000.0,74.0,71.0
77.0,9000000.0,27000.0,79.0,66.0
77.0,5000000.0,27000.0,76.0,78.0
77.0,3400000.0,1000.0,74.0,75.0
77.0,8500000.0,15000.0,80.0,83.0
77.0,5000000.0,51000.0,72.0,73.0
77.0,1200000.0,22000.0,74.0,65.0
77.0,3400000.0,1000.0,79.0,79.0
77.0,2100000.0,19000.0,74.0,85.0
77.0,9000000.0,47000.0,77.0,78.0
77.0,5500000.0,22000.0,75.0,64.0
77.0,8500000.0,22000.0,75.0,70.0
77.0,4200000.0,19000.0,80.0,81.0
77.0,8500000.0,15000.0,75.0,67.0
77.0,5000000.0,43000.0,70.0,84.0
77.0,7000000.0,13000.0,77.0,78.0
77.0,9000000.0,27000.0,75.0,70.0
77.0,9000000.0,46000.0,73.0,82.0
77.0,10000000.0,24000.0,73.0,82.0
77.0,10500000.0,64000.0,72.0,76.0
77.0,8500000.0,29000.0,81.0,81.0
77.0,9000000.0,77000.0,76.0,76.0
77.0,7000000.0,26000.0,72.0,66.0
77.0,7500000.0,26000.0,77.0,71.0
77.0,7500000.0,25000.0,75.0,75.0
77.0,3000000.0,19000.0,69.0,61.0
77.0,6500000.0,10000.0,76.0,62.0
77.0,4900000.0,33000.0,79.0,75.0
77.0,10500000.0,19000.0,73.0,73.0
77.0,8500000.0,19000.0,75.0,58.0
77.0,3900000.0,29000.0,73.0,70.0
77.0,10500000.0,120000.0,77.0,76.0
77.0,8500000.0,22000.0,69.0,72.0
77.0,9000000.0,13000.0,73.0,77.0
77.0,9000000.0,22000.0,80.0,70.0
77.0,7000000.0,56000.0,76.0,69.0
77.0,10500000.0,74000.0,75.0,72.0
77.0,10000000.0,25000.0,74.0,80.0
77.0,10500000.0,35000.0,78.0,77.0
77.0,9500000.0,27000.0,74.0,71.0
77.0,9500000.0,50000.0,72.0,77.0
77.0,4500000.0,15000.0,72.0,73.0
77.0,6500000.0,26000.0,77.0,74.0
77.0,8500000.0,23000.0,78.0,77.0
77.0,9000000.0,50000.0,77.0,75.0
77.0,7000000.0,43000.0,75.0,80.0
77.0,10500000.0,51000.0,73.0,72.0
79.0,8500000.0,25000.0,71.0,64.0
77.0,10500000.0,44000.0,74.0,82.0
78.0,10000000.0,50000.0,75.0,70.0
79.0,8500000.0,20000.0,74.0,62.0
78.0,975000.0,3000.0,73.0,72.0
78.0,8000000.0,16000.0,79.0,47.0
77.0,9000000.0,26000.0,76.0,78.0
77.0,9500000.0,48000.0,75.0,74.0
77.0,8500000.0,43000.0,75.0,75.0
77.0,1200000.0,18000.0,74.0,44.0
78.0,9500000.0,20000.0,73.0,75.0
77.0,9000000.0,51000.0,71.0,75.0
77.0,7000000.0,19000.0,72.0,70.0
77.0,10500000.0,54000.0,77.0,70.0
77.0,9500000.0,48000.0,72.0,74.0
77.0,7500000.0,19000.0,77.0,73.0
77.0,9500000.0,52000.0,77.0,77.0
79.0,8500000.0,34000.0,79.0,34.0
77.0,10000000.0,33000.0,75.0,75.0
77.0,9500000.0,32000.0,76.0,68.0
80.0,12000000.0,37000.0,74.0,73.0
77.0,10500000.0,51000.0,76.0,72.0
77.0,5000000.0,13000.0,75.0,75.0
77.0,9500000.0,27000.0,73.0,73.0
77.0,7000000.0,43000.0,58.0,61.0
80.0,9500000.0,35000.0,68.0,32.0
77.0,5000000.0,25000.0,74.0,73.0
79.0,9500000.0,49000.0,72.0,55.0
78.0,12500000.0,55000.0,72.0,80.0
77.0,5000000.0,26000.0,76.0,76.0
78.0,12500000.0,68000.0,80.0,72.0
78.0,12500000.0,57000.0,69.0,74.0
77.0,9000000.0,52000.0,77.0,78.0
77.0,10500000.0,29000.0,76.0,78.0
80.0,13500000.0,27000.0,76.0,81.0
77.0,10000000.0,39000.0,77.0,76.0
77.0,7500000.0,26000.0,68.0,70.0
77.0,11500000.0,41000.0,75.0,72.0
78.0,11000000.0,48000.0,73.0,74.0
80.0,14000000.0,76000.0,75.0,76.0
79.0,11500000.0,60000.0,78.0,70.0
77.0,9500000.0,68000.0,74.0,75.0
77.0,11000000.0,71000.0,75.0,84.0
82.0,16000000.0,52000.0,79.0,69.0
77.0,5000000.0,12000.0,72.0,32.0
77.0,10000000.0,73000.0,72.0,74.0
78.0,12000000.0,55000.0,78.0,72.0
78.0,11000000.0,56000.0,74.0,75.0
80.0,13500000.0,71000.0,73.0,77.0
79.0,11000000.0,65000.0,75.0,72.0
81.0,15000000.0,25000.0,77.0,69.0
77.0,11000000.0,15000.0,76.0,67.0
79.0,13000000.0,68000.0,74.0,73.0
77.0,10500000.0,42000.0,75.0,78.0
78.0,10000000.0,37000.0,73.0,64.0
80.0,12500000.0,62000.0,74.0,72.0
78.0,10000000.0,45000.0,74.0,72.0
77.0,7500000.0,20000.0,74.0,77.0
77.0,5500000.0,17000.0,75.0,80.0
78.0,11000000.0,17000.0,74.0,74.0
81.0,15000000.0,46000.0,74.0,72.0
81.0,12000000.0,30000.0,72.0,65.0
77.0,11500000.0,37000.0,77.0,73.0
80.0,13500000.0,56000.0,73.0,74.0
78.0,12500000.0,59000.0,77.0,69.0
77.0,7000000.0,41000.0,78.0,74.0
79.0,13000000.0,19000.0,73.0,81.0
82.0,14500000.0,52000.0,74.0,65.0
79.0,11000000.0,43000.0,75.0,71.0
78.0,10000000.0,50000.0,72.0,80.0
80.0,9500000.0,24000.0,72.0,41.0
78.0,11000000.0,34000.0,74.0,71.0
82.0,15500000.0,57000.0,74.0,72.0
77.0,9500000.0,30000.0,73.0,67.0
78.0,12500000.0,17000.0,75.0,68.0
78.0,11000000.0,30000.0,75.0,74.0
80.0,14000000.0,57000.0,76.0,71.0
80.0,14000000.0,59000.0,73.0,74.0
77.0,10500000.0,1000.0,77.0,77.0
82.0,16000000.0,27000.0,76.0,74.0
81.0,14500000.0,21000.0,77.0,76.0
80.0,12500000.0,66000.0,77.0,83.0
80.0,14500000.0,100000.0,75.0,80.0
77.0,10500000.0,9000.0,71.0,74.0
77.0,8500000.0,39000.0,76.0,79.0
81.0,11000000.0,20000.0,74.0,55.0
80.0,13500000.0,38000.0,75.0,75.0
82.0,13000000.0,15000.0,67.0,55.0
80.0,12500000.0,45000.0,75.0,72.0
84.0,21500000.0,50000.0,75.0,73.0
77.0,11000000.0,16000.0,77.0,82.0
83.0,16500000.0,31000.0,67.0,73.0
80.0,14000000.0,56000.0,70.0,69.0
81.0,15000000.0,43000.0,75.0,74.0
81.0,13500000.0,56000.0,77.0,74.0
79.0,11500000.0,26000.0,73.0,69.0
81.0,15000000.0,41000.0,75.0,72.0
85.0,22000000.0,56000.0,74.0,68.0
77.0,11000000.0,1000.0,77.0,74.0
82.0,14500000.0,22000.0,73.0,64.0
82.0,12500000.0,13000.0,75.0,53.0
77.0,10500000.0,2000.0,79.0,76.0
78.0,12000000.0,28000.0,74.0,72.0
77.0,10500000.0,20000.0,77.0,78.0
77.0,10500000.0,42000.0,77.0,72.0
82.0,15000000.0,41000.0,75.0,73.0
81.0,13000000.0,62000.0,78.0,72.0
82.0,14500000.0,27000.0,75.0,64.0
81.0,14500000.0,37000.0,71.0,70.0
82.0,15500000.0,38000.0,77.0,79.0
80.0,14500000.0,25000.0,76.0,77.0
79.0,11000000.0,48000.0,72.0,73.0
82.0,14500000.0,37000.0,73.0,70.0
80.0,13000000.0,18000.0,71.0,71.0
80.0,13500000.0,21000.0,75.0,72.0
77.0,9500000.0,18000.0,76.0,48.0
77.0,5500000.0,32000.0,75.0,73.0
77.0,9500000.0,36000.0,77.0,78.0
77.0,11500000.0,36000.0,82.0,84.0
77.0,2100000.0,25000.0,71.0,79.0
77.0,5500000.0,23000.0,82.0,80.0
77.0,10500000.0,33000.0,75.0,60.0
77.0,9000000.0,34000.0,69.0,52.0
77.0,10500000.0,33000.0,74.0,72.0
77.0,5000000.0,26000.0,69.0,68.0
77.0,12000000.0,37000.0,80.0,78.0
77.0,12500000.0,28000.0,77.0,59.0
77.0,9000000.0,27000.0,81.0,67.0
80.0,14000000.0,59000.0,77.0,75.0
83.0,16500000.0,54000.0,69.0,76.0
82.0,15500000.0,31000.0,81.0,80.0
78.0,12000000.0,40000.0,78.0,74.0
83.0,16500000.0,24000.0,72.0,78.0
83.0,15500000.0,41000.0,75.0,69.0
83.0,17000000.0,41000.0,69.0,78.0
83.0,15500000.0,64000.0,74.0,66.0
84.0,21500000.0,26000.0,75.0,66.0
83.0,15000000.0,48000.0,73.0,70.0
82.0,16000000.0,62000.0,75.0,69.0
82.0,14500000.0,21000.0,79.0,72.0
85.0,20000000.0,8000.0,75.0,54.0
81.0,14000000.0,37000.0,77.0,77.0
77.0,11500000.0,15000.0,78.0,81.0
77.0,10500000.0,21000.0,73.0,77.0
83.0,15500000.0,49000.0,77.0,76.0
83.0,16500000.0,9000.0,75.0,80.0
80.0,14000000.0,10000.0,73.0,78.0
81.0,13000000.0,46000.0,78.0,70.0
81.0,14500000.0,10000.0,74.0,76.0
83.0,17000000.0,13000.0,79.0,75.0
82.0,15000000.0,35000.0,74.0,70.0
82.0,15000000.0,11000.0,73.0,73.0
77.0,10000000.0,30000.0,67.0,66.0
82.0,12000000.0,73000.0,72.0,56.0
82.0,13000000.0,18000.0,75.0,38.0
84.0,20000000.0,15000.0,72.0,75.0
83.0,16500000.0,45000.0,70.0,77.0
83.0,15500000.0,14000.0,75.0,68.0
79.0,13500000.0,42000.0,71.0,68.0
82.0,14500000.0,49000.0,72.0,74.0
84.0,20000000.0,19000.0,76.0,78.0
80.0,13000000.0,14000.0,75.0,78.0
83.0,16500000.0,28000.0,68.0,75.0
84.0,20000000.0,56000.0,75.0,74.0
82.0,14500000.0,47000.0,80.0,77.0
84.0,19500000.0,56000.0,75.0,74.0
84.0,21500000.0,28000.0,79.0,78.0
80.0,12500000.0,32000.0,74.0,75.0
87.0,23000000.0,46000.0,73.0,80.0
81.0,15500000.0,42000.0,76.0,74.0
82.0,16000000.0,1000.0,76.0,77.0
82.0,15000000.0,8000.0,71.0,66.0
83.0,15000000.0,51000.0,68.0,72.0
82.0,16000000.0,57000.0,76.0,76.0
78.0,11500000.0,13000.0,75.0,75.0
82.0,16000000.0,14000.0,73.0,67.0
77.0,9500000.0,29000.0,75.0,68.0
84.0,21000000.0,14000.0,77.0,85.0
82.0,16000000.0,27000.0,78.0,72.0
80.0,12500000.0,22000.0,74.0,80.0
83.0,17000000.0,47000.0,75.0,75.0
80.0,14000000.0,15000.0,76.0,67.0
87.0,23000000.0,72000.0,70.0,69.0
82.0,15000000.0,25000.0,72.0,66.0
86.0,22500000.0,25000.0,73.0,74.0
84.0,21500000.0,78000.0,77.0,69.0
87.0,23000000.0,16000.0,70.0,74.0
82.0,16000000.0,36000.0,70.0,76.0
77.0,8500000.0,30000.0,73.0,78.0
85.0,20500000.0,34000.0,72.0,67.0
82.0,14000000.0,53000.0,72.0,69.0
83.0,17000000.0,27000.0,75.0,77.0
82.0,15000000.0,23000.0,74.0,69.0
84.0,18000000.0,28000.0,66.0,49.0
80.0,12000000.0,51000.0,69.0,65.0
80.0,14000000.0,16000.0,77.0,83.0
84.0,21500000.0,35000.0,76.0,77.0
86.0,21500000.0,71000.0,78.0,79.0
86.0,23000000.0,13000.0,70.0,76.0
86.0,23500000.0,23000.0,75.0,63.0
87.0,22000000.0,18000.0,77.0,76.0
85.0,23500000.0,27000.0,72.0,72.0
85.0,23500000.0,16000.0,74.0,71.0
83.0,17000000.0,30000.0,74.0,60.0
88.0,23000000.0,29000.0,75.0,72.0
78.0,12000000.0,1000.0,77.0,75.0
85.0,22000000.0,37000.0,81.0,64.0
78.0,10000000.0,1000.0,76.0,73.0
81.0,15000000.0,14000.0,73.0,79.0
81.0,13500000.0,14000.0,76.0,77.0
83.0,17000000.0,10000.0,75.0,76.0
86.0,22000000.0,86000.0,73.0,72.0
82.0,16000000.0,1000.0,78.0,77.0
88.0,23000000.0,11000.0,74.0,72.0
76.0,825000.0,8000.0,69.0,59.0
76.0,825000.0,19000.0,70.0,50.0
76.0,1500000.0,26000.0,75.0,84.0
76.0,2400000.0,32000.0,73.0,79.0
76.0,1300000.0,10000.0,71.0,56.0
76.0,825000.0,6000.0,75.0,57.0
76.0,1300000.0,11000.0,70.0,75.0
76.0,2400000.0,36000.0,77.0,78.0
76.0,2300000.0,13000.0,71.0,73.0
76.0,2400000.0,16000.0,72.0,85.0
76.0,975000.0,3000.0,74.0,81.0
76.0,1300000.0,20000.0,72.0,77.0
76.0,3500000.0,44000.0,76.0,84.0
76.0,825000.0,42000.0,71.0,62.0
76.0,2400000.0,3000.0,68.0,74.0
76.0,6000000.0,49000.0,76.0,74.0
76.0,975000.0,3000.0,71.0,42.0
76.0,1300000.0,27000.0,72.0,69.0
76.0,5000000.0,20000.0,76.0,80.0
76.0,5500000.0,70000.0,70.0,73.0
76.0,5000000.0,31000.0,74.0,79.0
76.0,3900000.0,28000.0,74.0,72.0
76.0,4700000.0,14000.0,70.0,68.0
76.0,3500000.0,28000.0,74.0,72.0
76.0,1300000.0,49000.0,70.0,58.0
76.0,2400000.0,16000.0,75.0,74.0
76.0,4600000.0,27000.0,71.0,79.0
76.0,825000.0,7000.0,74.0,57.0
76.0,2600000.0,1000.0,77.0,81.0
76.0,6000000.0,18000.0,74.0,72.0
76.0,6000000.0,20000.0,74.0,76.0
76.0,2400000.0,28000.0,70.0,78.0
76.0,4700000.0,19000.0,76.0,79.0
76.0,6000000.0,76000.0,74.0,70.0
76.0,6000000.0,63000.0,75.0,75.0
76.0,3600000.0,21000.0,71.0,73.0
76.0,6000000.0,20000.0,75.0,78.0
76.0,2400000.0,18000.0,73.0,65.0
76.0,6500000.0,63000.0,74.0,74.0
76.0,6500000.0,45000.0,73.0,67.0
76.0,7000000.0,17000.0,77.0,76.0
76.0,3600000.0,14000.0,74.0,76.0
76.0,7500000.0,20000.0,62.0,80.0
76.0,6500000.0,47000.0,73.0,71.0
76.0,6000000.0,40000.0,75.0,75.0
76.0,6500000.0,10000.0,72.0,76.0
76.0,975000.0,3000.0,72.0,73.0
76.0,4900000.0,11000.0,71.0,73.0
76.0,6000000.0,32000.0,77.0,80.0
76.0,3100000.0,1000.0,70.0,75.0
76.0,6000000.0,35000.0,75.0,80.0
76.0,6500000.0,37000.0,83.0,81.0
76.0,7000000.0,51000.0,77.0,79.0
77.0,7500000.0,22000.0,73.0,74.0
76.0,6500000.0,22000.0,71.0,71.0
76.0,6500000.0,31000.0,76.0,80.0
76.0,1300000.0,22000.0,73.0,23.0
76.0,5000000.0,21000.0,75.0,73.0
77.0,5500000.0,28000.0,68.0,53.0
76.0,7000000.0,38000.0,72.0,77.0
76.0,6500000.0,18000.0,73.0,66.0
76.0,7500000.0,32000.0,75.0,71.0
76.0,6000000.0,57000.0,79.0,74.0
76.0,7500000.0,33000.0,77.0,80.0
76.0,4000000.0,17000.0,70.0,54.0
76.0,6000000.0,12000.0,73.0,76.0
76.0,4600000.0,24000.0,78.0,70.0
76.0,3600000.0,17000.0,70.0,70.0
76.0,8000000.0,49000.0,72.0,68.0
76.0,3600000.0,23000.0,67.0,73.0
76.0,3500000.0,23000.0,79.0,77.0
76.0,3700000.0,9000.0,80.0,65.0
77.0,7000000.0,18000.0,71.0,67.0
76.0,5000000.0,31000.0,73.0,74.0
76.0,6500000.0,26000.0,70.0,73.0
76.0,7500000.0,19000.0,74.0,82.0
76.0,6500000.0,11000.0,71.0,66.0
